cas_number,chemical_name,expected_group,pubchem_cid,pubchem_groups,status
17702-57-7,FORMPARANATE,"Amines, Phosphines, and Pyridines;Carbamates",28699,"Amines, Phosphines, and Pyridines;Carbamates",MATCH
1777-84-0,3-NITRO-P-ACETOPHENETIDE,"Amides and Imides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",15685,"Amides and Imides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
17804-35-2,BENOMYL,"Amides and Imides;Amines, Phosphines, and Pyridines;Carbamates",28780,"Amides and Imides;Amines, Phosphines, and Pyridines;Carbamates",MATCH
17831-71-9,TETRAETHYLENE GLYCOL DIACRYLATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated",28803,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated",MATCH
17861-62-0,NICKEL NITRITE,"Nitrate and Nitrite Compounds, Inorganic",20831815,"Nitrate and Nitrite Compounds, Inorganic",MATCH
17924-92-4,ZEARALENONE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Ketones;Phenols and Cresols",5281576,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Ketones;Phenols and Cresols",MATCH
17928-28-8,METHYLTRIS(TRIMETHYLSILOXY)SILANE,Siloxanes,28838,Siloxanes,MATCH
1794-86-1,PHOSGENE OXIME,"Acids, Weak;Halogenated Organic Compounds;Oximes",65582,"Acids, Weak;Halogenated Organic Compounds;Oximes",MATCH
1795-48-8,ISOPROPYL ISOCYANATE,Isocyanates and Isothiocyanates,61277,Isocyanates and Isothiocyanates,MATCH
180348-60-1,ISOHEPTYL ACETATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",22182954,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
1806-54-8,TRI-N-OCTYL PHOSPHATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",15733,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
18130-74-0,"HYDROGENDIFLUORIDES, N.O.S.","Acids, Weak;Fluoride Salts, Soluble",,,ERROR
18168-01-9,"N&#39;-ETHYL-N,N-DIPHENYLUREA","Amides and Imides;Amines, Aromatic",28929,"Amides and Imides;Amines, Aromatic",MATCH
1817-73-8,"2-BROMO-4,6-DINITROANILINE","Amines, Aromatic;Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",15752,"Amines, Aromatic;Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
1825-21-4,PENTACHLOROANISOLE,Aryl Halides;Ethers,15767,Aryl Halides;Ethers,MATCH
18282-10-5,TIN(IV) OXIDE,Non-Redox-Active Inorganic Compounds,16747781,Non-Redox-Active Inorganic Compounds,MATCH
1836-75-5,NITROFEN,"Aryl Halides;Ethers;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",15787,"Aryl Halides;Ethers;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
1838-94-4,ISOPRENE OXIDE,"Epoxides;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds",92166,"Epoxides;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds",MATCH
1843-48-7,TRIS(CARBAMOYLMETHYL) ISOCYANURATE,Carbamates;Isocyanates and Isothiocyanates,15798,Carbamates;Isocyanates and Isothiocyanates,MATCH
18463-85-9,6-DIMETHYLAMINOPHENYLAZOBENZOTHIAZOLE,"Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Sulfides, Organic",29080,"Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Sulfides, Organic",MATCH
1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,Alcohols and Polyols;Amides and Imides;Water and Aqueous Solutions,15824,Alcohols and Polyols;Amides and Imides;Water and Aqueous Solutions,MATCH
1861-40-1,BENFLURALIN,"Amines, Phosphines, and Pyridines;Fluorinated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",2319,"Amines, Phosphines, and Pyridines;Fluorinated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
1863-63-4,AMMONIUM BENZOATE,"Salts, Acidic",15830,"Salts, Acidic",MATCH
18654-17-6,"OIL, [CASHEW]","Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols",9833719,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols",MATCH
18708-70-8,"2,4,6-TRICHLORONITROBENZENE","Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",29228,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
1873-29-6,ISOBUTYL ISOCYANATE,Isocyanates and Isothiocyanates,61281,Isocyanates and Isothiocyanates,MATCH
1879-09-0,"2,4-DIMETHYL-6-TERT-BUTYL PHENOL",Phenols and Cresols,15884,Phenols and Cresols,MATCH
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER","Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Water and Aqueous Solutions",62728,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Water and Aqueous Solutions",MATCH
1888-71-7,HEXACHLOROPROPENE,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",15902,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",MATCH
18883-66-4,STREPTOZOCIN,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",29327,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
189-55-9,"DIBENZ[A,I]PYRENE","Hydrocarbons, Aromatic",9106,"Hydrocarbons, Aromatic",MATCH
189-64-0,"DIBENZO(A,H)PYRENE","Hydrocarbons, Aromatic",9108,"Hydrocarbons, Aromatic",MATCH
1897-45-6,CHLOROTHALONIL,Aryl Halides;Nitriles,15910,Aryl Halides;Nitriles,MATCH
19010-66-3,LEAD DIMETHYLDITHIOCARBAMATE,Organometallics;Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,519623,Organometallics;Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,MATCH
19044-88-3,ORYZALIN,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",29393,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
191-24-2,BENZO[GHI]PERYLENE,"Hydrocarbons, Aromatic",9117,"Hydrocarbons, Aromatic",MATCH
191-30-0,"DIBENZO(A,L)PYRENE","Hydrocarbons, Aromatic",9119,"Hydrocarbons, Aromatic",MATCH
1910-42-5,PARAQUAT DICHLORIDE,Quaternary Ammonium and Phosphonium Salts,15938,Quaternary Ammonium and Phosphonium Salts,MATCH
1912-24-9,ATRAZINE,"Amines, Phosphines, and Pyridines;Aryl Halides",2256,"Amines, Phosphines, and Pyridines;Aryl Halides",MATCH
19120-62-8,TRI-ISOBUTYL VANADATE,"Salts, Basic",29434,"Salts, Basic",MATCH
1918-00-9,DICAMBA,"Acids, Carboxylic;Aryl Halides;Ethers;Water and Aqueous Solutions",3030,"Acids, Carboxylic;Aryl Halides;Ethers;Water and Aqueous Solutions",MATCH
1918-02-1,PICLORAM,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Aryl Halides",15965,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Aryl Halides",MATCH
1918-16-7,PROPACHLOR,"Amides and Imides;Amines, Aromatic;Halogenated Organic Compounds",4931,"Amides and Imides;Amines, Aromatic;Halogenated Organic Compounds",MATCH
192-65-4,"DIBENZO(A,E)PYRENE","Hydrocarbons, Aromatic",9126,"Hydrocarbons, Aromatic",MATCH
192-97-2,BENZO[E]PYRENE,"Hydrocarbons, Aromatic",9128,"Hydrocarbons, Aromatic",MATCH
19210-06-1,ZINC DITHIOPHOSPHATE,"Salts, Basic",159863,"Salts, Basic",MATCH
19222-41-4,AMMONIUM GLUCONATE,"Alcohols and Polyols;Salts, Basic",25203,"Alcohols and Polyols;Salts, Basic",MATCH
19246-22-1,HEXAHYDROPHTHALIMIDE GLUTARIMIDE,Amides and Imides,99858,Amides and Imides,MATCH
1928-43-4,"2,4-D 2-ETHYLHEXYL ESTER","Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",61286,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",MATCH
1929-82-4,NITRAPYRIN,"Amines, Phosphines, and Pyridines;Aryl Halides;Halogenated Organic Compounds",16004,"Amines, Phosphines, and Pyridines;Aryl Halides;Halogenated Organic Compounds",MATCH
193-39-5,"INDENO(1,2,3-CD)PYRENE","Hydrocarbons, Aromatic",9131,"Hydrocarbons, Aromatic",MATCH
1931-62-0,TERT-BUTYL MONOPEROXYMALEATE,"Acids, Carboxylic;Peroxides, Organic",5702664,"Acids, Carboxylic;Peroxides, Organic",MATCH
1936-15-8,C.I. ACID ORANGE 10,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",16015,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
1937-37-7,C.I. DIRECT BLACK 38,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic",5284349,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic",MATCH
194-59-2,"7H-DIBENZO(C,G)CARBAZOLE","Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic",9134,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic",MATCH
19408-74-3,"1,2,3,7,8,9-HEXACHLORODIBENZO-P-DIOXIN",Aryl Halides;Ethers,29575,Aryl Halides;Ethers,MATCH
1941-30-6,TETRAPROPYLAMMONIUM BROMIDE,Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts,74745,Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts,MATCH
1948-33-0,TERT-BUTYLHYDROQUINONE,"Acids, Weak;Phenols and Cresols",16043,"Acids, Weak;Phenols and Cresols",MATCH
1955-45-9,PIVALOLACTONE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",16059,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
19660-16-3,"2,3-DIBROMOPROPYL ACRYLATE",Acrylates and Acrylic Acids;Halogenated Organic Compounds;Polymerizable Compounds,29728,Acrylates and Acrylic Acids;Halogenated Organic Compounds;Polymerizable Compounds,MATCH
19666-30-9,OXYDIAZON,"Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Carbamates;Ethers",29732,"Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Carbamates;Ethers",MATCH
19686-73-8,1-BROMO-2-PROPANOL,Alcohols and Polyols;Halogenated Organic Compounds,29740,Alcohols and Polyols;Halogenated Organic Compounds,MATCH
1972-08-3,1-TRANS-DELTA-9-TETRAHYDROCANNABINOL,"Ethers;Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols",16078,"Ethers;Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols",MATCH
1975-50-4,2-METHYL-3-NITROBENZOIC ACID,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",16096,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
1975-52-6,2-METHYL-5-NITROBENZOIC ACID,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",519683,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
19780-11-1,2-DODECEN-1-YLSUCCINIC ANHYDRIDE,Anhydrides,5362708,Anhydrides,MATCH
1982-37-2,METHDILAZINE,"Amines, Phosphines, and Pyridines;Sulfides, Organic",14677,"Amines, Phosphines, and Pyridines;Sulfides, Organic",MATCH
1982-47-4,CHLOROXURON,"Amides and Imides;Amines, Aromatic;Aryl Halides",16115,"Amides and Imides;Amines, Aromatic;Aryl Halides",MATCH
1982-69-0,SODIUM DICAMBA,"Aryl Halides;Ethers;Salts, Basic",23680611,"Aryl Halides;Ethers;Salts, Basic",MATCH
1983-10-4,TRIBUTYLTIN FLUORIDE,"Organometallics;Salts, Acidic",16120,"Organometallics;Salts, Acidic",MATCH
19900-46-0,2-METHYLGLYCIDYL ACRYLATE,Acrylates and Acrylic Acids;Epoxides;Polymerizable Compounds,29854,Acrylates and Acrylic Acids;Epoxides;Polymerizable Compounds,MATCH
19910-65-7,"DI-SEC-BUTYL PEROXYDICARBONATE, [TECHNICALLY PURE]","Peroxides, Organic",89245,"Peroxides, Organic",MATCH
19952-47-7,2-AMINO-4-CHLOROBENZOTHIAZOLE,"Amines, Phosphines, and Pyridines;Aryl Halides;Sulfides, Organic",29872,"Amines, Phosphines, and Pyridines;Aryl Halides;Sulfides, Organic",MATCH
2001-95-8,VALINOMYCIN,"Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",3000706,"Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
20020-02-4,"1,2,3,4-TETRACHLORONAPHTHALENE",Aryl Halides,29910,Aryl Halides,MATCH
20062-22-0,HEXANITROSTILBENE,"Hydrocarbons, Aliphatic Unsaturated;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",253628,"Hydrocarbons, Aliphatic Unsaturated;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
20068-02-4,CIS-2-METHYL-2-BUTENENITRILE,"Hydrocarbons, Aliphatic Unsaturated;Nitriles",6028739,"Hydrocarbons, Aliphatic Unsaturated;Nitriles",MATCH
20073-24-9,3-CARBETHOXYPSORALEN,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aromatic",62739,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aromatic",MATCH
2008-39-1,DMA 4 IVM HERBICIDE,"Aryl Halides;Salts, Acidic",16180,"Aryl Halides;Salts, Acidic",MATCH
20098-48-0,"3,4,5-TRICHLORONITROBENZENE","Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",88365,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
2016-88-8,AMILORIDE HYDROCHLORIDE,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides",16230,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides",MATCH
2021-28-5,ETHYL PHENYLPROPIONATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",16237,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
20236-55-9,"BARIUM STYPHNATE, [MONOHYDRATE]","Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenolic Salts;Phenols and Cresols",21116072,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenolic Salts;Phenols and Cresols",MATCH
20265-97-8,P-ANISIDINE HYDROCHLORIDE,"Ethers;Salts, Acidic",2734956,"Ethers;Salts, Acidic",MATCH
2032-65-7,MERCAPTODIMETHUR,Carbamates;Ethers,16248,Carbamates;Ethers,MATCH
20325-40-0,"3,3&#39;-DIMETHOXYBENZIDINE DIHYDROCHLORIDE","Ethers;Salts, Acidic",62311,"Ethers;Salts, Acidic",MATCH
20354-26-1,METHAZOLE,"Amides and Imides;Amines, Aromatic;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",4690,"Amides and Imides;Amines, Aromatic;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
2039-87-4,O-CHLOROSTYRENE,"Aryl Halides;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds",14906,"Aryl Halides;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds",MATCH
2045-52-5,PHENBENZAMINE HYDROCHLORIDE,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic;Salts, Acidic",24180706,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic;Salts, Acidic",MATCH
205-82-3,BENZO[J]FLUORANTHENE,"Hydrocarbons, Aromatic",9152,"Hydrocarbons, Aromatic",MATCH
205-99-2,BENZO[B]FLUORANTHENE,"Hydrocarbons, Aromatic",9153,"Hydrocarbons, Aromatic",MATCH
2051-62-9,4-CHLOROBIPHENYL,Aryl Halides,16323,Aryl Halides,MATCH
2052-07-5,2-BROMOBIPHENYL,Aryl Halides,16329,Aryl Halides,MATCH
2058-46-0,OXYTETRACYCLINE HYDROCHLORIDE,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Phenols and Cresols",54680782,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Phenols and Cresols",MATCH
206-44-0,FLUORANTHENE,"Hydrocarbons, Aromatic",9154,"Hydrocarbons, Aromatic",MATCH
20667-12-3,SILVER OXIDE,"Metals, Less Reactive agents;Oxidizing Agents, Weak",,,ERROR
2068-78-2,VINCRISTINE SULFATE,"Alcohols and Polyols;Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Acidic",249332,"Alcohols and Polyols;Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Acidic",MATCH
207-08-9,BENZO[K]FLUORANTHENE,"Hydrocarbons, Aromatic",9158,"Hydrocarbons, Aromatic",MATCH
20702-77-6,NEOHESPERIDIN DIHYDROCHALCONE,Alcohols and Polyols;Ethers;Phenols and Cresols,30231,Alcohols and Polyols;Ethers;Phenols and Cresols,MATCH
20730-32-9,N-PENTYL-4-(4&#39;-N-DECYLOXYBENZYLIDINEAMINO)CINNAMATE,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated",44151060,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated",MATCH
2074-50-2,PARAQUAT METHOSULFATE,"Hydrocarbons, Aromatic;Quaternary Ammonium and Phosphonium Salts;Salts, Basic",62422,"Hydrocarbons, Aromatic;Quaternary Ammonium and Phosphonium Salts;Salts, Basic",MATCH
20770-41-6,POTASSIUM PHOSPHIDE,"Nitrides, Phosphides, Carbides, and Silicides",62745,"Nitrides, Phosphides, Carbides, and Silicides",MATCH
208-96-8,ACENAPHTHYLENE,"Hydrocarbons, Aromatic",9161,"Hydrocarbons, Aromatic",MATCH
20816-12-0,OSMIUM TETROXIDE,"Oxidizing Agents, Strong",30318,"Oxidizing Agents, Strong",MATCH
20830-75-5,DIGOXIN,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated",2724385,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated",MATCH
20830-81-3,DAUNOMYCIN,"Amines, Phosphines, and Pyridines;Ethers;Ketones;Phenols and Cresols",30323,"Amines, Phosphines, and Pyridines;Ethers;Ketones;Phenols and Cresols",MATCH
20859-73-8,ALUMINUM PHOSPHIDE,"Nitrides, Phosphides, Carbides, and Silicides",16126812,"Nitrides, Phosphides, Carbides, and Silicides",MATCH
20880-67-5,P-HYDROXYPENICILLIN V,"Acids, Carboxylic;Amides and Imides;Phenols and Cresols",167942,"Acids, Carboxylic;Amides and Imides;Phenols and Cresols",MATCH
2094-98-6,"1,1&#39;-AZODI-(HEXAHYDROBENZONITRILE)","Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitriles",74978,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitriles",MATCH
20941-65-5,ETHYL TELLURAC,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,519829,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,MATCH
2097-19-0,PHENYLSILATRANE,"Amines, Phosphines, and Pyridines;Siloxanes",16416,"Amines, Phosphines, and Pyridines;Siloxanes",MATCH
2104-64-5,EPN,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",16421,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
2107-76-8,"5,7-DIHYDROXY-4-METHYL COUMARIN","Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols",5354284,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols",MATCH
21087-64-9,METRIBUZIN,"Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic",30479,"Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic",MATCH
2113-57-7,3-BROMOBIPHENYL,Aryl Halides,16449,Aryl Halides,MATCH
21340-68-1,METHYL CLOFENAPATE,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",30602,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",MATCH
21351-71-3,4&#39;-OCTADECYLOXY-3&#39;-NITRODIPHENYL-4-CARBOXYLIC ACID,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",44145238,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
21351-79-1,CESIUM HYDROXIDE,"Bases, Strong;Water and Aqueous Solutions",62750,"Bases, Strong;Water and Aqueous Solutions",MATCH
2144-45-8,DIBENZYL PEROXYDICARBONATE,"Peroxides, Organic",357763,"Peroxides, Organic",MATCH
2150-54-1,DIRECT BLUE 25,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Non-Redox-Active Inorganic Compounds;Phenols and Cresols",135565967,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Non-Redox-Active Inorganic Compounds;Phenols and Cresols",MATCH
2150-55-2,2-AMINO-2-THIAZOLINE-4-CARBOXYLIC ACID,"Acids, Carboxylic;Amines, Phosphines, and Pyridines",16526,"Acids, Carboxylic;Amines, Phosphines, and Pyridines",MATCH
21548-32-3,FOSTHIETAN,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic",30684,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic",MATCH
2155-70-6,TRIBUTYLTIN METHACRYLATE,Acrylates and Acrylic Acids;Organometallics;Polymerizable Compounds,16682828,Acrylates and Acrylic Acids;Organometallics;Polymerizable Compounds,MATCH
2155-71-7,"DI-(TERT-BUTYLPEROXY)PHTHALATE, [&lt;= 55% AS A PASTE]","Peroxides, Organic",238957,"Peroxides, Organic",MATCH
2156-96-9,N-DECYL ACRYLATE,Acrylates and Acrylic Acids;Polymerizable Compounds,16541,Acrylates and Acrylic Acids;Polymerizable Compounds,MATCH
2157-01-9,N-OCTYL METHACRYLATE,Acrylates and Acrylic Acids;Polymerizable Compounds,16542,Acrylates and Acrylic Acids;Polymerizable Compounds,MATCH
21609-90-5,LEPTOPHOS,"Aryl Halides;Sulfonates, Phosphonates, and Thiophosphonates, Organic",30709,"Aryl Halides;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
2163-80-6,"METHANEARSONIC ACID, [SODIUM SALT]","Salts, Basic",23664719,"Salts, Basic",MATCH
2164-07-0,DIPOTASSIUM ENDOTHALL,"Ethers;Salts, Basic",76970240,"Ethers;Salts, Basic",MATCH
2164-17-2,FLUOMETURON,Amides and Imides;Fluorinated Organic Compounds,16562,Amides and Imides;Fluorinated Organic Compounds,MATCH
21651-19-4,TIN(II) OXIDE,"Reducing Agents, Strong",88989,"Reducing Agents, Strong",MATCH
2167-23-9,"2,2-DI-(TERT-BUTYLPEROXY)BUTANE","Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic",221260,"Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic",MATCH
21723-86-4,4-[BENZYL(ETHYL)AMINO]-3-ETHOXYBENZENEDIAZONIUM ZINC CHLORIDE,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Diazonium Salts;Ethers;Organometallics;Salts, Acidic",165362030,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Diazonium Salts;Ethers;Organometallics;Salts, Acidic",MATCH
